obstime,tempr,ap,ws,wd,rh
2016-06-01 04:00:00,-10.9,950,57.5,131,88
2016-06-01 05:00:00,-10.7,950,58.8,129,86
2016-06-01 06:00:00,-10.7,950.3,58.4,132,82
2016-06-01 07:00:00,-10.4,950.4,58.6,129,72
2016-06-01 08:00:00,-10,950.2,59.9,135,63
2016-06-01 09:00:00,-9.6,950.1,59.8,132,58
2016-06-01 10:00:00,-9.9,950.6,59.8,137,62
2016-06-01 11:00:00,-10.4,950.7,59.8,136,64
2016-06-01 12:00:00,-10.2,950.5,59.7,138,62
2016-06-01 13:00:00,-9.6,949.9,59.6,140,54
2016-06-01 14:00:00,-9.8,949.5,59.8,139,57
2016-06-01 15:00:00,-9.2,949.4,59.6,139,45
2016-06-01 16:00:00,-9.5,949,59.7,139,41
2016-06-01 17:00:00,-10.1,949,59.6,139,51
2016-06-01 18:00:00,-9.6,948.7,60,139,47
2016-06-01 19:00:00,-9.8,948.5,59.8,140,42
2016-06-01 20:00:00,-10.7,948.6,60.7,131,49
2016-06-01 21:00:00,-10.5,947.5,60.7,131,41
2016-06-01 22:00:00,-10.4,947,61.2,125,37
2016-06-01 23:00:00,-10.5,947.7,59.9,139,41
2016-06-02 00:00:00,-11,947.3,60.4,139,43
2016-06-02 01:00:00,-11.7,947.4,60,139,50
2016-06-02 02:00:00,-11.8,947.4,59.6,140,41
2016-06-02 03:00:00,-11.8,947.4,59.6,141,42
2016-06-02 04:00:00,-11.9,946.9,60.2,139,38
2016-06-02 05:00:00,-11.8,946.9,60,139,36
2016-06-02 06:00:00,-12,947.6,60.3,143,44
2016-06-02 07:00:00,-12.4,947.9,59.9,141,42
2016-06-02 08:00:00,-12.5,948.6,59.7,142,41
2016-06-02 09:00:00,-12.3,948.7,60.2,143,37
2016-06-02 10:00:00,-12.5,949.2,60.2,145,45
2016-06-02 11:00:00,-12.4,949.5,59.6,146,44
2016-06-02 12:00:00,-11.4,949.3,59.8,143,42
2016-06-02 13:00:00,-12.1,949.4,59.6,145,49
2016-06-02 14:00:00,-12.5,949.5,59.8,145,50
2016-06-02 15:00:00,-12.3,950.1,60.4,135,46
2016-06-02 16:00:00,-12.3,950.6,59.6,145,46
2016-06-02 17:00:00,-11.8,950.9,59.5,144,44
2016-06-02 18:00:00,-11.3,950.8,59.9,143,42
2016-06-02 19:00:00,-10.8,951.1,60.3,134,41
2016-06-02 20:00:00,-11.3,951.3,60.3,134,47
2016-06-02 21:00:00,-11.7,951,59.8,140,47
2016-06-02 22:00:00,-11.5,950.7,60.1,139,42
2016-06-02 23:00:00,-11.5,951.5,59.9,140,39
2016-06-03 00:00:00,-12.1,952,60,139,42
2016-06-03 01:00:00,-12.3,952.3,60.5,131,39
2016-06-03 02:00:00,-12.5,952.4,60.7,131,41
2016-06-03 03:00:00,-12.8,952.3,60,138,44
2016-06-03 04:00:00,-13.4,952.2,60.1,138,45
2016-06-03 05:00:00,-12.9,952.5,60.2,137,42
2016-06-03 06:00:00,-12.3,952.9,60.9,128,40
2016-06-03 07:00:00,-12.9,952.9,60.1,128,43
2016-06-03 08:00:00,-12.5,952.9,60.2,136,41
2016-06-03 09:00:00,-12.5,953,60.2,137,39
2016-06-03 10:00:00,-13.1,953.1,60.8,133,38
2016-06-03 11:00:00,-13.2,953.2,59.8,144,38
2016-06-03 12:00:00,-11.5,953.5,59.8,141,39
2016-06-03 13:00:00,-11.6,953.8,59.7,141,41
2016-06-03 14:00:00,-11.7,953.8,59.7,141,42
2016-06-03 15:00:00,-12.1,953.8,59.9,138,45
2016-06-03 16:00:00,-11.7,954,59.9,138,41
2016-06-03 17:00:00,-12.3,954,59.8,139,43
2016-06-03 18:00:00,-12.5,954,60.1,135,43
2016-06-03 19:00:00,-12.9,953.7,60.8,130,45
2016-06-03 20:00:00,-14,953.8,60.2,137,40
2016-06-03 21:00:00,-14.7,953.6,60,137,41
2016-06-03 22:00:00,-14.8,953.4,60.3,137,41
2016-06-03 23:00:00,-15.3,953.2,60.3,135,42
2016-06-04 00:00:00,-15.6,952.6,60.2,135,38
2016-06-04 01:00:00,-16,952.1,60.3,135,37
2016-06-04 02:00:00,-16.4,951.9,60.3,135,40
2016-06-04 03:00:00,-17,951.5,61.1,129,40
2016-06-04 04:00:00,-17.1,950.9,60.4,137,37
2016-06-04 05:00:00,-16.7,950.4,60.3,137,36
2016-06-04 06:00:00,-16.8,950.8,60.7,128,38
2016-06-04 07:00:00,-16.1,950.6,60.3,135,36
2016-06-04 08:00:00,-15.3,950.3,60.4,136,37
2016-06-04 09:00:00,-13.8,950.6,60.3,133,40
2016-06-04 10:00:00,-12.9,949.8,60.9,127,56
2016-06-04 11:00:00,-11.9,949.6,60.3,134,59
2016-06-04 12:00:00,-11.4,949.5,60.1,133,64
2016-06-04 13:00:00,-11.2,949.6,60.1,135,69
2016-06-04 14:00:00,-10.9,949.6,60.3,133,67
2016-06-04 15:00:00,-10.7,949.2,59.7,134,68
2016-06-04 16:00:00,-10.4,949,59.9,135,69
2016-06-04 17:00:00,-10.5,948.9,59.6,137,78
2016-06-04 18:00:00,-9.9,948.8,59.4,136,71
2016-06-04 19:00:00,-9.7,948.6,60.4,132,66
2016-06-04 20:00:00,-11.4,948.9,60.1,132,69
2016-06-04 21:00:00,-15.4,948.8,60.3,133,74
2016-06-04 22:00:00,-14.4,949.1,60,131,69
2016-06-04 23:00:00,-15.1,949,60.1,132,81
2016-06-05 00:00:00,-11.6,949.6,59.8,130,63
2016-06-05 01:00:00,-16.6,950.1,60,132,71
2016-06-05 02:00:00,-20.1,951.5,60.4,132,72
2016-06-05 03:00:00,-21.1,952.2,60.3,131,75
2016-06-05 04:00:00,-21.5,952.2,60.2,133,77
2016-06-05 05:00:00,-21.3,952.5,60.5,134,76
2016-06-05 06:00:00,-21.2,952.5,60.2,134,75
2016-06-05 07:00:00,-21.1,952.6,61.2,121,75
2016-06-05 08:00:00,-21,952.4,60.2,136,75
2016-06-05 09:00:00,-21,952.6,60.3,135,76
2016-06-05 10:00:00,-20.7,952.4,59.9,139,76
2016-06-05 11:00:00,-20.6,952.9,60,141,75
2016-06-05 12:00:00,-20.7,953,60,138,76
2016-06-05 13:00:00,-20.3,953,59.7,139,77
2016-06-05 14:00:00,-19.8,953,60.1,137,75
2016-06-05 15:00:00,-19.6,953,60.2,136,76
2016-06-05 16:00:00,-19.3,953,61.1,121,76
2016-06-05 17:00:00,-17.9,952.8,60,135,77
2016-06-05 18:00:00,-17.8,952.8,59.9,135,73
2016-06-05 19:00:00,-18.2,953,60,135,73
2016-06-05 20:00:00,-18.6,952.2,60.2,135,76
2016-06-05 21:00:00,-13.2,951.4,58.6,136,87
2016-06-05 22:00:00,-13.2,951.1,59.8,140,87
2016-06-05 23:00:00,-13.2,950.9,56.7,126,88
2016-06-06 00:00:00,-12.9,950.7,57.2,131,88
2016-06-06 01:00:00,-12.8,950.8,53.5,126,88
2016-06-06 02:00:00,-12.8,951.1,55.4,128,88
2016-06-06 03:00:00,-12.5,951.1,56.5,125,88
2016-06-06 04:00:00,-12.3,951.3,57.4,135,88
2016-06-06 05:00:00,-12.7,951.4,57.6,137,88
2016-06-06 06:00:00,-12.6,951.6,57.4,128,88
2016-06-06 07:00:00,-13,952.3,52.4,129,88
2016-06-06 08:00:00,-13.3,953,52.7,133,88
2016-06-06 09:00:00,-13.1,953.1,54,131,88
2016-06-06 10:00:00,-12.8,953.1,51.9,120,88
2016-06-06 11:00:00,-12.5,953.9,55.5,123,88
2016-06-06 12:00:00,-12.8,954.1,60.6,137,87
2016-06-06 13:00:00,-13,954.1,58.3,130,87
2016-06-06 14:00:00,-13.9,954.4,60,137,86
2016-06-06 15:00:00,-14.5,954.3,59.7,138,85
2016-06-06 16:00:00,-14.2,954,59.5,133,86
2016-06-06 17:00:00,-13.5,954.2,60,135,86
2016-06-06 18:00:00,-13.7,954.1,60.1,136,85
2016-06-06 19:00:00,-13.6,953.8,60,136,85
2016-06-06 20:00:00,-13.5,954,60,139,84
2016-06-06 21:00:00,-14.4,954.6,59.9,138,83
2016-06-06 22:00:00,-15,954.7,60,138,83
2016-06-06 23:00:00,-14.7,954.5,60.5,130,82
2016-06-07 00:00:00,-15,954.5,60.5,131,82
2016-06-07 01:00:00,-15.2,954.7,59.8,140,81
2016-06-07 02:00:00,-15,954.7,59.9,138,81
2016-06-07 03:00:00,-14.8,955.1,59.7,138,80
2016-06-07 04:00:00,-15.2,955.2,59.9,138,79
2016-06-07 05:00:00,-14.7,955.3,60,136,79
2016-06-07 06:00:00,-14.4,955.5,60.1,136,78
2016-06-07 07:00:00,-14.8,956,60.2,139,76
2016-06-07 08:00:00,-15.1,956.6,60,139,75
2016-06-07 09:00:00,-15.1,957,60.1,138,73
2016-06-07 10:00:00,-15.1,957.4,60.1,138,70
2016-06-07 11:00:00,-15.3,957.7,60.2,137,66
2016-06-07 12:00:00,-15.3,958.2,60.1,141,61
2016-06-07 13:00:00,-15.6,958.5,60,141,58
2016-06-07 14:00:00,-15.6,958.7,60.7,132,53
2016-06-07 15:00:00,-16.3,958.8,60,141,50
2016-06-07 16:00:00,-17.4,958.9,59.8,141,49
2016-06-07 17:00:00,-16.4,959.4,59.9,141,45
2016-06-07 18:00:00,-16.5,960.3,60,141,47
2016-06-07 19:00:00,-16.7,960.7,60,139,46
2016-06-07 20:00:00,-16.1,961,60.2,139,42
2016-06-07 21:00:00,-16.4,961.4,60.1,138,42
2016-06-07 22:00:00,-17.2,961.6,60.1,140,43
2016-06-07 23:00:00,-17.3,962.1,60.2,141,43
2016-06-08 00:00:00,-17.5,962.6,60.1,140,40
2016-06-08 01:00:00,-17.4,963.6,60,141,39
2016-06-08 02:00:00,-16.7,963.7,60.3,137,37
2016-06-08 03:00:00,-16.6,963.6,60.4,136,37
2016-06-08 04:00:00,-16.9,964.5,60.4,135,40
2016-06-08 05:00:00,-16.4,964.8,60.1,129,41
2016-06-08 06:00:00,-16.1,965.4,60.4,135,43
2016-06-08 07:00:00,-16.1,965.8,60.9,127,43
2016-06-08 08:00:00,-15.8,966.2,60.3,131,42
2016-06-08 09:00:00,-16.7,966.3,60.6,131,41
2016-06-08 10:00:00,-16.3,966.9,60.4,134,43
2016-06-08 11:00:00,-16.1,967.3,60.8,129,44
2016-06-08 12:00:00,-16.1,967.2,60.4,135,43
2016-06-08 13:00:00,-16.4,967.7,60.3,137,44
2016-06-08 14:00:00,-16.4,967.7,60.5,134,42
2016-06-08 15:00:00,-16.6,967.8,60.3,135,45
2016-06-08 16:00:00,-16.9,968.1,61,128,44
2016-06-08 17:00:00,-16.8,968.3,60.3,135,47
2016-06-08 18:00:00,-16.5,968.6,60.3,135,44
2016-06-08 19:00:00,-16.8,967.9,60.3,135,43
2016-06-08 20:00:00,-16.9,968.5,60.4,134,44
2016-06-08 21:00:00,-16.8,967.9,60.5,134,44
2016-06-08 22:00:00,-17.5,967.8,60.3,135,43
2016-06-08 23:00:00,-16.8,967.6,60.4,137,40
2016-06-09 00:00:00,-16.9,967,60.2,139,39
2016-06-09 01:00:00,-17,966.4,60.3,140,39
2016-06-09 02:00:00,-16.9,966.1,60,139,40
2016-06-09 03:00:00,-16.5,965.7,60.2,138,40
2016-06-09 04:00:00,-16.4,965.4,60.1,140,43
2016-06-09 05:00:00,-16.2,965,60,141,50
2016-06-09 06:00:00,-16.1,964.9,60.1,138,61
2016-06-09 07:00:00,-16.1,965,61.2,144,71
2016-06-09 08:00:00,-16,964.8,60.4,141,72
2016-06-09 09:00:00,-15.6,964.8,59.7,137,64
2016-06-09 10:00:00,-15.2,964.8,60.7,131,62
2016-06-09 11:00:00,-14.4,964.7,61.1,130,63
2016-06-09 12:00:00,-15.2,964.7,60.1,135,65
2016-06-09 13:00:00,-14.5,964.5,59.8,134,66
2016-06-09 14:00:00,-14.7,964.1,60.6,134,67
2016-06-09 15:00:00,-14.7,963.6,60.2,133,64
2016-06-09 16:00:00,-14.6,963.6,60.1,133,62
2016-06-09 17:00:00,-14.7,963.5,60.3,132,58
2016-06-09 18:00:00,-14.8,963,60.4,134,56
2016-06-09 19:00:00,-14.6,962.7,60.5,134,52
2016-06-09 20:00:00,-14.5,962.5,60.3,134,45
2016-06-09 21:00:00,-14.4,961.9,60.1,135,41
2016-06-09 22:00:00,-14.4,961.5,60.2,135,40
2016-06-09 23:00:00,-14.2,961.1,60.2,136,43
2016-06-10 00:00:00,-14.5,960.9,60.1,138,44
2016-06-10 01:00:00,-14.6,960.5,60,138,39
2016-06-10 02:00:00,-15.2,960.3,60.2,135,40
2016-06-10 03:00:00,-15.5,960.1,60.8,128,41
2016-06-10 04:00:00,-16,960,60.2,134,42
2016-06-10 05:00:00,-17.5,960.4,60.3,133,49
2016-06-10 06:00:00,-18.1,960.7,59.8,114,50
2016-06-10 07:00:00,-18.2,960.9,60.4,133,47
2016-06-10 08:00:00,-19.2,961.5,60.5,133,51
2016-06-10 09:00:00,-19.8,961.6,60.5,133,51
2016-06-10 10:00:00,-20.2,962.1,60.8,129,51
2016-06-10 11:00:00,-20.4,962.3,60.3,137,52
2016-06-10 12:00:00,-20.4,962.2,60.4,135,50
2016-06-10 13:00:00,-20,962.4,60.3,135,49
2016-06-10 14:00:00,-20.4,962.5,60.8,129,48
2016-06-10 15:00:00,-20.9,963.2,60.4,136,51
2016-06-10 16:00:00,-19.8,963.5,60.3,135,47
2016-06-10 17:00:00,-20,963.9,60.3,134,49
2016-06-10 18:00:00,-19.9,964.3,60.6,132,48
2016-06-10 19:00:00,-20.4,964.4,60.2,133,48
2016-06-10 20:00:00,-22.5,965,60.6,133,47
2016-06-10 21:00:00,-23.1,965,60.6,135,53
2016-06-10 22:00:00,-22.1,965.7,60.3,134,46
2016-06-10 23:00:00,-21.7,965.8,60.3,134,42
2016-06-11 00:00:00,-22.9,966,60.5,134,45
2016-06-11 01:00:00,-24.1,966.3,61.1,127,46
2016-06-11 02:00:00,-24.7,966.5,60.6,133,48
2016-06-11 03:00:00,-24.4,966.8,60.3,134,47
2016-06-11 04:00:00,-23.5,966.7,60.5,133,39
2016-06-11 05:00:00,-23.5,967.2,60.5,134,38
2016-06-11 06:00:00,-23,966.9,60.7,134,37
2016-06-11 07:00:00,-23.8,967,60.3,136,44
2016-06-11 08:00:00,-24.1,967,60.5,137,43
2016-06-11 09:00:00,-24,967.1,60.7,138,38
2016-06-11 10:00:00,-24,967.3,60.4,139,40
2016-06-11 11:00:00,-24.4,967.5,60.2,140,41
2016-06-11 12:00:00,-24.4,967.4,60.4,139,42
2016-06-11 13:00:00,-24.4,967.6,60.5,139,41
2016-06-11 14:00:00,-24.5,967.7,60.6,138,44
2016-06-11 15:00:00,-24.3,967.8,60.7,136,43
2016-06-11 16:00:00,-24.5,967.8,61.6,139,44
2016-06-11 17:00:00,-24.5,967.5,60.6,129,45
2016-06-11 18:00:00,-24.5,967.6,60.6,139,43
2016-06-11 19:00:00,-24.1,967.4,60.5,138,40
2016-06-11 20:00:00,-24,967.3,60.9,131,41
2016-06-11 21:00:00,-23.7,967.2,60.2,139,39
2016-06-11 22:00:00,-22.8,967.3,60.8,135,36
2016-06-11 23:00:00,-23.8,967.6,60.7,139,38
2016-06-12 00:00:00,-22.7,967.4,60.6,139,35
2016-06-12 01:00:00,-22.7,967.3,60.4,139,34
2016-06-12 02:00:00,-22.7,967.1,60.8,131,35
2016-06-12 03:00:00,-22.4,966.7,60.5,137,35
2016-06-12 04:00:00,-22.3,966.6,60.5,139,34
2016-06-12 05:00:00,-22.2,966,60.6,137,33
2016-06-12 06:00:00,-21.7,965.9,60.3,140,32
2016-06-12 07:00:00,-21.7,965.6,60.2,142,33
2016-06-12 08:00:00,-21.5,965.1,60.4,139,33
2016-06-12 09:00:00,-20.7,965.2,60.4,141,39
2016-06-12 10:00:00,-20.6,964.8,60.8,137,43
2016-06-12 11:00:00,-21.2,964.2,60.9,138,41
2016-06-12 12:00:00,-19.2,963.9,59.2,132,38
2016-06-12 13:00:00,-19.4,963.1,60.3,140,42
2016-06-12 14:00:00,-18.8,962.6,56.5,136,38
2016-06-12 15:00:00,-18.5,961.7,55.9,132,41
2016-06-12 16:00:00,-18.3,960.5,53.3,123,47
2016-06-12 17:00:00,-17.9,960,51.2,123,47
2016-06-12 18:00:00,-17.5,959.4,56.9,129,45
2016-06-12 19:00:00,-17.2,958.6,50.5,125,46
2016-06-12 20:00:00,-16.6,957.6,53.3,134,54
2016-06-12 21:00:00,-16.5,956.1,53.1,125,51
2016-06-12 22:00:00,-16,954.9,53.5,129,46
2016-06-12 23:00:00,-15.5,954,59.3,141,38
2016-06-13 00:00:00,-16.2,953,59.5,134,54
2016-06-13 01:00:00,-15.2,951.8,60,144,44
2016-06-13 02:00:00,-15.2,950.6,59.6,115,43
2016-06-13 03:00:00,-14.7,949.3,59.5,145,41
2016-06-13 04:00:00,-14.3,948.3,60,145,42
2016-06-13 05:00:00,-14.4,947.3,58.9,141,44
2016-06-13 06:00:00,-13.1,947,58.7,142,37
2016-06-13 07:00:00,-12.7,946.4,55.4,133,39
2016-06-13 08:00:00,-12.1,946.2,55.8,127,37
2016-06-13 09:00:00,-11.8,945,56.2,133,32
2016-06-13 10:00:00,-11.7,944.3,57.8,132,30
2016-06-13 11:00:00,-11,944.1,58.3,141,26
2016-06-13 12:00:00,-10.7,943.5,59,139,26
2016-06-13 13:00:00,-10.4,942.9,60.4,142,27
2016-06-13 14:00:00,-10.1,941.9,59.4,135,27
2016-06-13 15:00:00,-10,941.2,60.5,144,28
2016-06-13 16:00:00,-9.8,940.6,59.6,144,28
2016-06-13 17:00:00,-9.2,940.5,60,144,25
2016-06-13 18:00:00,-8.7,940.3,59.3,143,24
2016-06-13 19:00:00,-8.5,939.7,59.5,144,25
2016-06-13 20:00:00,-8.2,939.1,59.8,144,25
2016-06-13 21:00:00,-8.5,938.9,59.6,144,25
2016-06-13 22:00:00,-10.7,937.8,59.9,142,41
2016-06-13 23:00:00,-10.8,937.1,59.6,144,42
2016-06-14 00:00:00,-10.7,936.1,59.6,143,36
2016-06-14 01:00:00,-11,935.5,60,142,39
2016-06-14 02:00:00,-11,934.6,60.2,142,41
2016-06-14 03:00:00,-10.3,933.2,60.7,143,33
2016-06-14 04:00:00,-10.2,932.6,60.3,135,33
2016-06-14 05:00:00,-10.5,932.7,59.7,143,38
2016-06-14 06:00:00,-10.8,932.1,59.9,141,38
2016-06-14 07:00:00,-10.7,931.9,59.9,143,40
2016-06-14 08:00:00,-10.7,931.6,60,140,36
2016-06-14 09:00:00,-10.8,931.3,60.2,139,40
2016-06-14 10:00:00,-9.8,930.9,60.2,140,36
2016-06-14 11:00:00,-10,930.7,60.1,143,47
2016-06-14 12:00:00,-9.5,931.2,59.9,141,47
2016-06-14 13:00:00,-9.5,931.1,60,139,48
2016-06-14 14:00:00,-8.8,931.6,59.9,139,45
2016-06-14 15:00:00,-8.5,932.6,59.7,144,48
2016-06-14 16:00:00,-9.4,933.9,65.5,154,90
2016-06-14 17:00:00,-9.7,937,54.9,113,91
2016-06-14 18:00:00,-9.9,939.1,59.1,134,91
2016-06-14 19:00:00,-9.3,940.9,60,132,91
2016-06-14 20:00:00,-9.1,942.6,58.1,138,91
2016-06-14 21:00:00,-9.6,944.2,58.9,131,91
2016-06-14 22:00:00,-9.6,946.5,60.1,131,91
2016-06-14 23:00:00,-9.8,948.2,58.6,133,91
2016-06-15 00:00:00,-10.1,950,60,141,90
2016-06-15 01:00:00,-10.4,951.6,60,139,90
2016-06-15 02:00:00,-10.2,953.6,60,131,90
2016-06-15 03:00:00,-10.1,955.3,60.5,124,90
2016-06-15 04:00:00,-10,957,60,132,90
2016-06-15 05:00:00,-9.9,958.1,60.4,132,90
2016-06-15 06:00:00,-10.1,959.5,59.6,131,90
2016-06-15 07:00:00,-10.2,961.2,60.1,132,90
2016-06-15 08:00:00,-10,962.9,60.9,125,90
2016-06-15 09:00:00,-10,964.2,60.1,131,89
2016-06-15 10:00:00,-9.8,965.4,60,134,87
2016-06-15 11:00:00,-9.5,966.6,60,133,82
2016-06-15 12:00:00,-9,967.8,60.1,136,76
2016-06-15 13:00:00,-7.9,968.8,60.3,132,64
2016-06-15 14:00:00,-8,969.7,61,125,60
2016-06-15 15:00:00,-8.2,970.5,60.2,131,53
2016-06-15 16:00:00,-8.7,971.1,60.1,132,51
2016-06-15 17:00:00,-9.2,972.4,60.2,134,47
2016-06-15 18:00:00,-9.6,973.4,60,136,45
2016-06-15 19:00:00,-9.8,974.1,59.9,136,43
2016-06-15 20:00:00,-9.7,974.8,59.7,139,39
2016-06-15 21:00:00,-10.1,975.2,60.5,131,39
2016-06-15 22:00:00,-10.3,975.5,59.7,139,37
2016-06-15 23:00:00,-10.4,976.4,60,139,35
2016-06-16 00:00:00,-10.6,977.2,60,139,35
2016-06-16 01:00:00,-10.6,977.6,60,140,35
2016-06-16 02:00:00,-10.9,978,59.8,140,36
2016-06-16 03:00:00,-12,978.7,59.9,140,42
2016-06-16 04:00:00,-12.1,979.1,59.9,142,41
2016-06-16 05:00:00,-11.7,979.3,59.8,141,37
2016-06-16 06:00:00,-11.7,979.5,60,141,37
2016-06-16 07:00:00,-11.8,980,59.8,143,36
2016-06-16 08:00:00,-11.8,980.3,59.9,141,35
2016-06-16 09:00:00,-11.8,980.6,59.9,140,34
2016-06-16 10:00:00,-11.9,980.8,60.1,141,35
2016-06-16 11:00:00,-11.8,981,60.5,134,33
2016-06-16 12:00:00,-12,981.1,59.7,142,34
2016-06-16 13:00:00,-12.1,981.2,59.9,142,33
2016-06-16 14:00:00,-12.3,980.8,59.8,142,35
2016-06-16 15:00:00,-12.3,980.4,60.6,136,33
2016-06-16 16:00:00,-13.4,980.3,59.8,143,36
2016-06-16 17:00:00,-13.8,980,59.9,144,34
2016-06-16 18:00:00,-13.3,979.7,60.4,135,33
2016-06-16 19:00:00,-14.1,979.5,59.7,143,36
2016-06-16 20:00:00,-15.2,978.8,60,142,41
2016-06-16 21:00:00,-14.7,978.7,59.9,143,36
2016-06-16 22:00:00,-14.7,978.9,59.9,143,36
2016-06-16 23:00:00,-14.6,978.8,60.1,141,33
2016-06-17 00:00:00,-14.9,978.9,60.6,131,35
2016-06-17 01:00:00,-15.8,978.9,60.1,139,36
2016-06-17 02:00:00,-15.6,977.9,60.1,137,32
2016-06-17 03:00:00,-16.3,978,60.2,138,36
2016-06-17 04:00:00,-16.6,976.7,60.2,139,36
2016-06-17 05:00:00,-15.9,975.6,60.8,130,33
2016-06-17 06:00:00,-15.8,974.8,60,140,33
2016-06-17 07:00:00,-16.5,974.1,60.6,133,36
2016-06-17 08:00:00,-16.4,973,60.1,140,35
2016-06-17 09:00:00,-16.9,971.9,60.3,140,34
2016-06-17 10:00:00,-16.9,970.9,60.1,142,34
2016-06-17 11:00:00,-16.9,970,60.1,144,35
2016-06-17 12:00:00,-16.8,969,59.5,136,35
2016-06-17 14:00:00,-16.4,966.6,60.6,136,33
2016-06-17 15:00:00,-15.7,965.3,60.1,144,32
2016-06-17 16:00:00,-16.6,964.5,59.9,145,34
2016-06-17 17:00:00,-16.5,963.8,59.7,144,31
2016-06-17 18:00:00,-17.4,963,60,145,34
2016-06-17 19:00:00,-16.3,962.2,59.9,145,32
2016-06-17 20:00:00,-16.6,961.6,59.8,145,33
2016-06-17 21:00:00,-17.1,960.9,59.8,144,34
2016-06-17 22:00:00,-16.9,960.8,59.9,144,33
2016-06-17 23:00:00,-16.6,960.5,60,143,31
2016-06-18 00:00:00,-16.9,960.2,59.8,143,32
2016-06-18 01:00:00,-17.3,959.9,60.2,140,33
2016-06-18 02:00:00,-18,959.7,60.1,140,34
2016-06-18 03:00:00,-18.6,959.8,60.3,138,35
2016-06-18 04:00:00,-18.2,959.9,60.4,137,35
2016-06-18 05:00:00,-16.7,959.6,60.2,136,32
2016-06-18 06:00:00,-15.8,959.7,60.5,136,32
2016-06-18 07:00:00,-14.7,959.8,60.5,134,35
2016-06-18 08:00:00,-14.1,960,60.3,135,39
2016-06-18 09:00:00,-14,959.9,60.2,136,43
2016-06-18 10:00:00,-13.5,959.7,60.4,138,43
2016-06-18 13:00:00,-12.7,959.7,68.2,17,39
2016-06-18 14:00:00,-12.8,959.9,67.6,21,38
2016-06-18 15:00:00,-13.2,960.2,2.6,3,40
2016-06-18 16:00:00,-12.6,960.4,2.6,3,41
2016-06-18 17:00:00,-12.4,960.8,2.6,3,42
2016-06-18 18:00:00,-12.2,960.6,2.6,3,40
2016-06-18 19:00:00,-12.3,960.8,2.6,3,42
2016-06-18 20:00:00,-12.2,961.1,2.6,3,41
2016-06-18 21:00:00,-11.9,961.5,2.6,3,48
2016-06-18 22:00:00,-11.7,961.6,2.6,3,52
2016-06-18 23:00:00,-11.9,962,2.6,3,58
2016-06-19 00:00:00,-12,962.2,2.6,3,66
2016-06-19 01:00:00,-12,962.4,2.6,3,61
2016-06-19 02:00:00,-11.8,962.6,2.6,3,60
2016-06-19 03:00:00,-12.6,962.5,2.6,3,68
2016-06-19 04:00:00,-12.1,962.7,2.6,3,63
2016-06-19 05:00:00,-12.2,962.8,2.6,3,69
2016-06-19 06:00:00,-12.1,963.4,2.6,3,68
2016-06-19 07:00:00,-12,963.8,2.6,3,71
2016-06-19 08:00:00,-12.2,964.2,2.6,3,73
2016-06-19 09:00:00,-12.3,964.9,2.6,3,73
2016-06-19 10:00:00,-12.4,965.1,2.6,3,71
2016-06-19 11:00:00,-12.5,965.5,2.6,3,73
2016-06-19 12:00:00,-12.7,966.2,2.6,3,77
2016-06-19 13:00:00,-12.7,966.4,2.6,3,75
2016-06-19 14:00:00,-12.7,966.7,2.6,3,71
2016-06-19 15:00:00,-12.7,966.7,2.6,3,69
2016-06-19 16:00:00,-12.7,966.6,2.6,3,68
2016-06-19 17:00:00,-13,967,2.6,3,68
2016-06-19 18:00:00,-13,968.3,2.6,3,62
2016-06-19 19:00:00,-13,969,66.2,12,62
2016-06-19 20:00:00,-13.5,969.5,69.9,16,72
2016-06-19 21:00:00,-13.5,969.5,67.4,20,66
2016-06-19 22:00:00,-13.6,969.3,68.7,18,62
2016-06-19 23:00:00,-13.5,969,67.3,18,57
2016-06-20 00:00:00,-13.5,969.3,69.1,12,58
2016-06-20 01:00:00,-13.6,970,68.2,18,56
2016-06-20 02:00:00,-13.8,969.9,68.3,19,58
2016-06-20 03:00:00,-13.5,969.7,68.3,19,55
2016-06-20 04:00:00,-13.4,969.4,68.4,19,56
2016-06-20 05:00:00,-13.7,969.4,68.4,20,51
2016-06-20 06:00:00,-13.7,969.4,68.3,21,48
2016-06-20 07:00:00,-13.6,969.6,68.6,21,50
2016-06-20 08:00:00,-13.7,969.5,68.3,21,45
2016-06-20 09:00:00,-13.5,969.6,68.6,21,46
2016-06-20 10:00:00,-13.7,969.9,68.2,24,44
2016-06-20 11:00:00,-13.5,969.5,67.8,27,39
2016-06-20 12:00:00,-13.5,969.4,69,26,39
2016-06-20 13:00:00,-13.4,969.3,68.2,24,38
2016-06-20 14:00:00,-12.9,968.9,68.1,25,35
2016-06-20 15:00:00,-12.8,968.8,69,17,37
2016-06-20 16:00:00,-12.9,968.6,68,24,38
2016-06-20 17:00:00,-13,968.4,68.2,20,41
2016-06-20 18:00:00,-13.5,968.5,69.7,3,41
2016-06-20 19:00:00,-14.2,968.1,68.5,19,40
2016-06-20 20:00:00,-14.5,968,68.2,21,41
2016-06-20 21:00:00,-15.2,968.1,68.2,19,43
2016-06-20 22:00:00,-15.5,967.9,68.3,21,46
2016-06-20 23:00:00,-15.3,967.9,68.4,20,46
2016-06-21 00:00:00,-15.3,968.4,68.3,20,43
2016-06-21 01:00:00,-16.1,968.9,68.3,22,47
2016-06-21 02:00:00,-16.8,969.6,68.5,20,51
